person-id	start_time	completion_time	background	ethical_agreement	sd_bake_experience	sd_bake_last_time	yeast_bake_experience	yeast_bake_last_time	sd_stor_loc	sd_stor_temp	no_pets	guinea pig	cat	dog	turtle	fish	pets	plants	plants_in_sd_room	siblings	age_siblings	other_fermentations	hands_disinfect	hands_wahsh_water	hands_wash_soap	hands_cream	handedness	biological_sex	age	hands_injuries	hands_injuries_treatments	diversity_assumption	latitude	longitude	house_type	garden	dist_agricultural_field	dist_farm	day7_pH	day7_TTA	day7_LAB	day7_yeast	day14_pH	day14_TTA	day14_LAB	day14_yeast	day21_pH	day21_TTA	day21_LAB	day21_yeast	day7_pH_home	day7_leavening	day7_aromas	day7_motivation	day7_observations	day14_pH_home	day14_leavening	day14_aromas	day14_motivation	day14_observations	day21_pH_home	day21_leavening	day21_aromas	day21_motivation	day21_observations	ALCOHOLIC_D7	ANIMAL FEED_D7	ANIMAL STABLE_D7	APPLE_D7	BANANA_D7	BEER_D7	BERRIES_D7	BREAD_D7	BUTTER MILK_D7	BUTYRIC ACID_D7	CAPERS_D7	CARAMEL_D7	CHICKPEA_D7	CORN_D7	FARM_D7	GLUE_D7	GRAIN FIELD_D7	HAY_D7	HAZELNUT_D7	LACTIC ACID_D7	LEMON_D7	MATURED HARD CHEESE_D7	MOIST WOOD_D7	MOLDY_D7	PAINT_D7	PEANUT_D7	PICKLED VEGETABLES_D7	PINEAPPLE_D7	PORRIDGE_D7	RED WINE_D7	RICE_D7	ROOT VEGETABLES_D7	SMOKED_D7	SOIL_D7	SOUR CREAM_D7	SWEATY FEET_D7	SYNTHETIC_D7	TOASTED BREAD_D7	UNRIPE FRUITS_D7	URINE_D7	VEGETAL_D7	VINEGAR_D7	WHOLE GRAIN_D7	YEASTY_D7	YOGHURT_D7	ALCOHOLIC_D14	ANIMAL FEED_D14	ANIMAL STABLE_D14	APPLE_D14	BANANA_D14	BEER_D14	BERRIES_D14	BREAD_D14	BUTTER MILK_D14	BUTYRIC ACID_D14	CAPERS_D14	CARAMEL_D14	CHICKPEA_D14	CORN_D14	FARM_D14	GLUE_D14	GRAIN FIELD_D14	HAY_D14	HAZELNUT_D14	LACTIC ACID_D14	LEMON_D14	MATURED HARD CHEESE_D14	MOIST WOOD_D14	MOLDY_D14	PAINT_D14	PEANUT_D14	PICKLED VEGETABLES_D14	PINEAPPLE_D14	PORRIDGE_D14	RED WINE_D14	RICE_D14	ROOT VEGETABLES_D14	SMOKED_D14	SOIL_D14	SOUR CREAM_D14	SWEATY FEET_D14	SYNTHETIC_D14	TOASTED BREAD_D14	UNRIPE FRUITS_D14	URINE_D14	VEGETAL_D14	VINEGAR_D14	WHOLE GRAIN_D14	YEASTY_D14	YOGHURT_D14	ALCOHOLIC_D21	ANIMAL FEED_D21	ANIMAL STABLE_D21	APPLE_D21	BANANA_D21	BEER_D21	BERRIES_D21	BREAD_D21	BUTTER MILK_D21	BUTYRIC ACID_D21	CAPERS_D21	CARAMEL_D21	CHICKPEA_D21	CORN_D21	FARM_D21	GLUE_D21	GRAIN FIELD_D21	HAY_D21	HAZELNUT_D21	LACTIC ACID_D21	LEMON_D21	MATURED HARD CHEESE_D21	MOIST WOOD_D21	MOLDY_D21	PAINT_D21	PEANUT_D21	PICKLED VEGETABLES_D21	PINEAPPLE_D21	PORRIDGE_D21	RED WINE_D21	RICE_D21	ROOT VEGETABLES_D21	SMOKED_D21	SOIL_D21	SOUR CREAM_D21	SWEATY FEET_D21	SYNTHETIC_D21	TOASTED BREAD_D21	UNRIPE FRUITS_D21	URINE_D21	VEGETAL_D21	VINEGAR_D21	WHOLE GRAIN_D21	YEASTY_D21	YOGHURT_D21	PORRIDGE_D28	WHOLE GRAIN_D28	HAY_D28	BREAD_D28	CORN_D28	RICE_D28	GRAIN FIELD_D28	ALCOHOLIC_D28	YEASTY_D28	BEER_D28	RED WINE_D28	ROOT VEGETABLES_D28	CHICKPEA_D28	LEAVES_D28	UNRIPE FRUITS_D28	VEGETAL_D28	GRASS_D28	ANIMAL FEED_D28	ANIMAL STABLE_D28	MANURE_D28	FARM_D28	GLUE_D28	PAINT_D28	SYNTHETIC_D28	PLASTIC_D28	AMMONIA_D28	SWEATY FEET_D28	BUTYRIC ACID_D28	VOMIT_D28	FART_D28	URINE_D28	TROPICAL FRUITS_D28	BERRIES_D28	BANANA_D28	PINEAPPLE_D28	APPLE_D28	BURNED_D28	CARAMEL_D28	TOASTED BREAD_D28	SMOKED_D28	SILAGE/FERMENTED GRASS_D28	CAPERS_D28	LEMON_D28	VINEGAR_D28	PICKLED VEGETABLES_D28	FISHY_D28	MINERALS_D28	SEAWEED_D28	SOIL_D28	MOIST WOOD_D28	MOLDY_D28	LACTIC ACID_D28	YOGHURT_D28	MATURED HARD CHEESE_D28	BUTTER MILK_D28	SOUR CREAM_D28	HAZELNUT_D28	PEANUT_D28	fluid_D28	viscous_D28	semifluid_D28	compact_D28	creamy_D28	sticky_D28	lumpy_D28	elastic_D28	slimy_D28	small_bubbles_D28	medium_bubbles_D28	large_bubbles_D28	few_bubbles_D28	many_bubbles_D28	dayx_leavening_D28	dayx_pH_D28	grain_cereal_score_D28	fermented_score_D28	veggie_score_D28	animal_score_D28	chemical_score_D28	body_odour_score_D28	fruity_score_D28	maillard_score_D28	sour_score_D28	ocean_score_D28	earthy_score_D28	fermented_dairy_score_D28	nutty_score_D28
1710	6.24.24 22:36:48	6.24.24 22:40:57	sterile	I agree.	no		yes	6.22.2024	bedroom	19.0			1.0				cat;	yes	yes	yes	15;	none;	0.0	5.0	4.0	1.0	right	F	18.0	cut(s);burn(s);abrasion(s);	none;	Bicycle, gym, volleyball	47.29092988	8.26378316	farmhouse	yes	10.0	100.0	3.89	8.35	10.41329976	5.151063253					4.21	8.29	10.54775838	4.342422681																0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.4	3.76	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0
1711	6.18.24 13:54:21	6.18.24 13:58:10	sterile	I agree.	no		yes	4.24.2024	living room	24.0			1.0				cat;	yes	no	yes	21;24;	none;	1.0	4.0	5.0	1.0	right	F	18.0	cut(s);	none;		47.27347583	8.35053336	detached house	yes	500.0	500.0	3.69	13.46	11.07261748	4.854199059	3.81	16.68	9.942760957	6.643452676	3.86	11.67	10.68189161	7.283071204	4.6	1.2	Bread;Whole Grain;Apple;Toasted Bread;Earth;	10.0		4.6	0.5	Rice;Cereal field;Oatmeal;Root vegetables;Roasted bread;Lactic acid;Mature hard cheese;Pickled vegetables;	10.0		4.4	1.6	Hay;Vegetable;Pickled Vegetables;Synthetic;	10.0		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	1	0	1	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	1.9	3.86	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	1.0	0.0
1712	6.23.24 0:41:14	6.23.24 0:46:03	sterile	I agree.	no		yes	12.06.2023	kitchen counter	24.0				1.0			dog;	yes	no	yes	15;	none;	0.0	5.0	5.0	0.0	right	F	18.0	no;	none;		47.19734594	8.38660866	detached house	yes	50.0	100.0	3.72	11.78			3.73	13.5	10.12242934	6.184388729	3.8	11.58	10.47475612	6.545218282	4.1	1.2	lactic acid; yeast;	5.0		4.4	0.9	yeast;beer;vinegar;	5.0		4.1	1.0	Vinegar;	5.0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	1.3	3.75	1.0	1.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1713	6.24.24 22:31:00	6.24.24 22:34:47	sterile	I agree.	no		no		kitchen counter	21.0	1.0						none;	yes	yes	yes	21;	none;	0.0	5.0	4.0	1.0	right	F	18.0	no;	none;		47.29877376	8.392866275	detached house	yes	100.0	500.0	3.7	13.82	10.74429298	5.063792684	3.87	15.1	9.912758132	6.462397998	3.71	15.1	10.27040374	6.456988586	4.4	0.4	Lactic acid;Sour cream;Vinegar;	7.0												0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.3	3.9	0.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0
1714	6.19.24 18:01:17	6.19.24 18:04:44	sterile	I agree.	no		yes	11.17.2022	refrigerator	10.0		1.0	1.0			1.0	cat;guinea pig;fish;	no		yes	8;21;	yogurt;	0.0	2.0	2.0	0.0	right	M	19.0	cut(s);grazing(s);	disinfectant cream;anti-inflammatory cream;		47.29845326	8.230079545	detached house	yes	50.0	500.0	3.7	11.99	10.5276299	5.145615258	3.78	12.4	9.742796798	6.643452676					3.8	1.0	lactic acid; vinegar;	2.0												0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																																																							
1715			sterile																									M																																						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																																																							
1716	6.18.24 13:55:16	6.18.24 13:59:37	sterile	I agree.	no		yes	05.01.2024	kitchen counter	25.0	1.0						none;	yes	no	yes	13;	none;	2.0	4.0	3.0	1.0	right	M	19.0	no;	none;		47.35563274	8.275483507	apartment	no	500.0	1500.0	3.79	14.31	10.53655844	4.83658887	3.87	14.55	10.06654802	6.34172622	3.78	14.14	10.56937391	6.686701973	4.1	0.3	Animal feed;Sour cream;Peanut;Hay;Corn;	8.0		4.3	1.3	grain field; hazelnut; buttermilk;	8.0		4.4	1.5	Corn;Vinegar;Pickled vegetables;	7.0		0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.7	3.73	1.0	1.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0
1717	6.19.24 10:59:35	6.19.24 11:04:09	sterile	I agree.	no		yes	04.12.2023	kitchen counter	20.0				1.0			dog;	no		no		none;	1.0	5.0	1.0	0.0	right	F	18.0	no;	none;	I love petting my dogs and they have free access to our garden.	47.22815578	8.38732996	detached house	yes	100.0	100.0	3.81	16.12	11.09656244	4.222716471	3.73	17.41	10.00851305	5.568444815	3.92	13.07	10.51587384	7.324282455	4.1	2.0	Ripe hard cheese; sweaty feet;	7.0		3.9	2.5	Sweaty feet; Damp wood; Vinegar;	7.0							0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.2	3.75	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
1718			sterile																									F											3.73	12.15	10.89872518	4.06069784	3.91	14.5	10.20067059	6.174609602	3.88	11.51	10.49968708	6.139096364	4.4	0.03	bread;hay;	6.0	Blow	4.1	0.5	berries; sour cream;	3.0		4.4	0.6	Hay;Banana;Toasted bread;	3.0		0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.6	3.73	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0
1719	6.24.24 21:12:34	6.24.24 21:21:16	sterile	I agree.	no		yes		kitchen counter	22.0			1.0				cat;	yes	yes	yes	1;	kimchi;	1.0	3.0	5.0	0.0	right	F	18.0	no;	none;		47.23202689	8.389797144	apartment	no	500.0	100.0	3.84	10.7			3.95	11.27	10.27126237	7.235528447	3.92	12.61	10.38201704	6.751554645	4.4	0.0	Bread;porridge;yoghurt;sweaty feet;	5.0	-	4.4	1.2	Grainfield;Smoked;Toasted bread;Mature hard cheese;	7.0		5.1		Chickpeas;Lactic acid;Mature hard cheese;Capers;Sweaty feet;	8.0		0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.4	3.86	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
1720	6.24.24 21:06:35	6.24.24 21:08:13	sterile	I agree.	no		yes		kitchen counter	22.0			1.0				cat;	yes	yes	yes	13;20;	none;	2.0	4.0	3.0	1.0	right	F	18.0	no;	none;		47.30810313	8.255448075	detached house	yes	10.0	1000.0	3.7	13.65	10.75511227	5.174025724	3.63	16.7	9.899519858	5.981486233	3.96	10.59	10.5575072	6.491876999	4.4	0.3	Vegetable;Damp wood;Yeast;Sour cream;Lactic acid;	7.0		4.4	0.5	Grainfield;Vegetable;Lactic Acid;Sour Cream;Yeast;Farm;	6.0		4.4	0.4	Grain field;Vegetable;Smoked;Lactic acid;Sour cream;Yeast;Damp wood;	5.0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	1	0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.8	3.76	1.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	2.0	0.0
1721	6.20.24 10:38:16	6.20.24 10:43:10	sterile	I agree.	no		no		kitchen counter	20.0	1.0						none;	yes	yes	yes	23;	kombucha;	1.0	3.0	6.0	1.0	right	M	19.0	no;	antibiotic cream;disinfectant cream;		47.34671091	8.255943945	townhouse	yes	10.0	500.0	3.66	14.31	10.30525777	6.255272505	3.84	14.9	10.11785114	7.113943352	3.89	11.27	10.49968708	7.209731384	4.4	0.8	porridge;lactic acid;yeast;	5.0		4.2	1.2	grain field;porridge;lactic acid;sour cream;yeast;	4.0	Air bubbles form on the surface	3.9	1.6	Hay;Whole grain;Lactic acid;Butyric acid;Animal feed;	5.0	There were fruit flies inside	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.73	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0
1722	6.24.24 21:06:18	6.24.24 21:10:03	sterile	I agree.	no		no		kitchen counter	21.0	1.0						none;	yes	yes	yes	13;16;	none;	5.0	1.0	5.0	2.0	right	F	18.0	no;	none;		47.36518422	8.228763784	apartment	no	50.0	100.0	3.57	17.48	10.77011529	6.380211242	3.79	25.9	9.838801463	3.602059991	3.82	13.72	10.32633586	2.903089987																0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.5	3.77	0.0	0.0	0.0	0.0	2.0	2.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
